Jar,Species,Day,Treatment,Replicate,Community,Community.Complexity,td
50,Loxocephallus,2,20,5,Paramecium caudatum + Loxocephalus,2,141.7809208
50,P.caudatum,2,20,5,Paramecium caudatum + Loxocephalus,2,567.1236833
51,Blepharisma,2,15,1,Paramecium caudatum + Blepharisma,2,143.4526673
51,P.caudatum,2,15,1,Paramecium caudatum + Blepharisma,2,143.4526673
52,Blepharisma,2,15,2,Paramecium caudatum + Blepharisma,2,116.5429755
52,P.caudatum,2,15,2,Paramecium caudatum + Blepharisma,2,18.70415535
53,Blepharisma,2,15,3,Paramecium caudatum + Blepharisma,2,133.6447269
53,P.caudatum,2,15,3,Paramecium caudatum + Blepharisma,2,133.6447269
54,Blepharisma,2,15,4,Paramecium caudatum + Blepharisma,2,69.17710853
54,P.caudatum,2,15,4,Paramecium caudatum + Blepharisma,2,266.5303955
55,Blepharisma,2,15,5,Paramecium caudatum + Blepharisma,2,142.4603883
55,P.caudatum,2,15,5,Paramecium caudatum + Blepharisma,2,142.4603883
56,Blepharisma,2,20,1,Paramecium caudatum + Blepharisma,2,518.067361
56,P.caudatum,2,20,1,Paramecium caudatum + Blepharisma,2,388.5505208
57,Blepharisma,2,20,2,Paramecium caudatum + Blepharisma,2,100.3489794
57,P.caudatum,2,20,2,Paramecium caudatum + Blepharisma,2,200.6979588
58,Blepharisma,2,20,3,Paramecium caudatum + Blepharisma,2,99.09037193
58,P.caudatum,2,20,3,Paramecium caudatum + Blepharisma,2,99.09037193
59,Blepharisma,2,20,4,Paramecium caudatum + Blepharisma,2,229.0102454
59,P.caudatum,2,20,4,Paramecium caudatum + Blepharisma,2,63.82811773
60,Blepharisma,2,20,5,Paramecium caudatum + Blepharisma,2,281.6424632
60,P.caudatum,2,20,5,Paramecium caudatum + Blepharisma,2,140.8212316
61,Colpidium,2,15,1,Paramecium caudatum + Colpidium,2,452.2015827
61,P.caudatum,2,15,1,Paramecium caudatum + Colpidium,2,150.7338609
62,Colpidium,2,15,2,Paramecium caudatum + Colpidium,2,395.0219355
62,P.caudatum,2,15,2,Paramecium caudatum + Colpidium,2,44.37304097
63,Colpidium,2,15,3,Paramecium caudatum + Colpidium,2,275.9772448
63,P.caudatum,2,15,3,Paramecium caudatum + Colpidium,2,275.9772448
64,Colpidium,2,15,4,Paramecium caudatum + Colpidium,2,965.4001817
64,P.caudatum,2,15,4,Paramecium caudatum + Colpidium,2,275.8286233
65,Colpidium,2,15,5,Paramecium caudatum + Colpidium,2,374.0394572
65,P.caudatum,2,15,5,Paramecium caudatum + Colpidium,2,95.42634644
66,Colpidium,2,20,1,Paramecium caudatum + Colpidium,2,255.8109312
66,P.caudatum,2,20,1,Paramecium caudatum + Colpidium,2,127.9054656
67,Colpidium,2,20,2,Paramecium caudatum + Colpidium,2,911.8458783
67,P.caudatum,2,20,2,Paramecium caudatum + Colpidium,2,53.12897422
68,Colpidium,2,20,3,Paramecium caudatum + Colpidium,2,558.8189849
68,P.caudatum,2,20,3,Paramecium caudatum + Colpidium,2,40.46130075
69,Colpidium,2,20,4,Paramecium caudatum + Colpidium,2,935.9449859
69,P.caudatum,2,20,4,Paramecium caudatum + Colpidium,2,217.0570977
70,Colpidium,2,20,5,Paramecium caudatum + Colpidium,2,187.241213
70,P.caudatum,2,20,5,Paramecium caudatum + Colpidium,2,231.2151944
71,Blepharisma,2,15,1,Loxocephalus + Blepharisma,2,158.6667076
71,Loxocephallus,2,15,1,Loxocephalus + Blepharisma,2,158.6667076
72,Blepharisma,2,15,2,Loxocephalus + Blepharisma,2,133.8383508
72,Loxocephallus,2,15,2,Loxocephalus + Blepharisma,2,88.73320542
73,Blepharisma,2,15,3,Loxocephalus + Blepharisma,2,301.0858481
73,Loxocephallus,2,15,3,Loxocephalus + Blepharisma,2,46.2360629
74,Blepharisma,2,15,4,Loxocephalus + Blepharisma,2,72.24107457
74,Loxocephallus,2,15,4,Loxocephalus + Blepharisma,2,173.3735059
75,Blepharisma,2,15,5,Loxocephalus + Blepharisma,2,174.0456354
75,Loxocephallus,2,15,5,Loxocephalus + Blepharisma,2,174.0456354
76,Blepharisma,2,20,1,Loxocephalus + Blepharisma,2,63.83400452
76,Loxocephallus,2,20,1,Loxocephalus + Blepharisma,2,112.9607246
77,Blepharisma,2,20,2,Loxocephalus + Blepharisma,2,259.3781326
77,Loxocephallus,2,20,2,Loxocephalus + Blepharisma,2,129.6890663
78,Blepharisma,2,20,3,Loxocephalus + Blepharisma,2,247.1714417
78,Loxocephallus,2,20,3,Loxocephalus + Blepharisma,2,247.1714417
79,Blepharisma,2,20,4,Loxocephalus + Blepharisma,2,388.9720433
79,Loxocephallus,2,20,4,Loxocephalus + Blepharisma,2,388.9720433
80,Blepharisma,2,20,5,Loxocephalus + Blepharisma,2,279.1158875
80,Loxocephallus,2,20,5,Loxocephalus + Blepharisma,2,161.7744128
81,Colpidium,2,15,1,Loxocephalus + Colpidium,2,465.2148969
81,Loxocephallus,2,15,1,Loxocephalus + Colpidium,2,155.0716323
82,Colpidium,2,15,2,Loxocephalus + Colpidium,2,421.5774764
82,Loxocephallus,2,15,2,Loxocephalus + Colpidium,2,281.0516509
83,Colpidium,2,15,3,Loxocephalus + Colpidium,2,542.1163457
83,Loxocephallus,2,15,3,Loxocephalus + Colpidium,2,216.8465383
84,Colpidium,2,15,4,Loxocephalus + Colpidium,2,255.0901754
84,Loxocephallus,2,15,4,Loxocephalus + Colpidium,2,127.5450877
85,Colpidium,2,15,5,Loxocephalus + Colpidium,2,617.9301885
85,Loxocephallus,2,15,5,Loxocephalus + Colpidium,2,123.5860377
86,Colpidium,2,20,1,Loxocephalus + Colpidium,2,658.9191869
86,Loxocephallus,2,20,1,Loxocephalus + Colpidium,2,439.2794579
87,Colpidium,2,20,2,Loxocephalus + Colpidium,2,691.0634714
87,Loxocephallus,2,20,2,Loxocephalus + Colpidium,2,138.2126943
88,Colpidium,2,20,3,Loxocephalus + Colpidium,2,1332.125643
88,Loxocephallus,2,20,3,Loxocephalus + Colpidium,2,399.6376929
89,Colpidium,2,20,4,Loxocephalus + Colpidium,2,1089.051199
89,Loxocephallus,2,20,4,Loxocephalus + Colpidium,2,363.0170662
90,Colpidium,2,20,5,Loxocephalus + Colpidium,2,1763.30768
90,Loxocephallus,2,20,5,Loxocephalus + Colpidium,2,83.87731983
91,Blepharisma,2,15,1,Blepharisma + Colpidium,2,72.5708358
91,Colpidium,2,15,1,Blepharisma + Colpidium,2,308.6640265
92,Blepharisma,2,15,2,Blepharisma + Colpidium,2,43.26924294
92,Colpidium,2,15,2,Blepharisma + Colpidium,2,387.6933212
93,Blepharisma,2,15,3,Blepharisma + Colpidium,2,54.96333908
93,Colpidium,2,15,3,Blepharisma + Colpidium,2,806.8474482
94,Blepharisma,2,15,4,Blepharisma + Colpidium,2,124.9782814
94,Colpidium,2,15,4,Blepharisma + Colpidium,2,374.9348441
95,Blepharisma,2,15,5,Blepharisma + Colpidium,2,327.8906299
95,Colpidium,2,15,5,Blepharisma + Colpidium,2,651.8359307
96,Blepharisma,2,20,1,Blepharisma + Colpidium,2,270.9716918
96,Colpidium,2,20,1,Blepharisma + Colpidium,2,541.9433835
97,Blepharisma,2,20,2,Blepharisma + Colpidium,2,322.1416771
97,Colpidium,2,20,2,Blepharisma + Colpidium,2,751.6639133
98,Blepharisma,2,20,3,Blepharisma + Colpidium,2,242.2347
98,Colpidium,2,20,3,Blepharisma + Colpidium,2,363.3520499
99,Blepharisma,2,20,4,Blepharisma + Colpidium,2,160.1231941
99,Colpidium,2,20,4,Blepharisma + Colpidium,2,1120.862359
100,Blepharisma,2,20,5,Blepharisma + Colpidium,2,116.5417132
100,Colpidium,2,20,5,Blepharisma + Colpidium,2,582.708566
101,Blepharisma,2,15,1,P.caudatum + Loxocephalus + Blepharisma,3,97.02646927
101,Loxocephallus,2,15,1,P.caudatum + Loxocephalus + Blepharisma,3,411.2446159
101,P.caudatum,2,15,1,P.caudatum + Loxocephalus + Blepharisma,3,28.67741329
102,Blepharisma,2,15,2,P.caudatum + Loxocephalus + Blepharisma,3,285.2694913
102,Loxocephallus,2,15,2,P.caudatum + Loxocephalus + Blepharisma,3,147.5135144
102,P.caudatum,2,15,2,P.caudatum + Loxocephalus + Blepharisma,3,142.6347456
103,Blepharisma,2,15,3,P.caudatum + Loxocephalus + Blepharisma,3,243.032326
103,Loxocephallus,2,15,3,P.caudatum + Loxocephalus + Blepharisma,3,486.0646519
103,P.caudatum,2,15,3,P.caudatum + Loxocephalus + Blepharisma,3,63.84174956
104,Blepharisma,2,15,4,P.caudatum + Loxocephalus + Blepharisma,3,71.1735719
104,Loxocephallus,2,15,4,P.caudatum + Loxocephalus + Blepharisma,3,120.7921191
104,P.caudatum,2,15,4,P.caudatum + Loxocephalus + Blepharisma,3,71.1735719
105,Blepharisma,2,15,5,P.caudatum + Loxocephalus + Blepharisma,3,138.1281234
105,Loxocephallus,2,15,5,P.caudatum + Loxocephalus + Blepharisma,3,69.0640617
105,P.caudatum,2,15,5,P.caudatum + Loxocephalus + Blepharisma,3,69.0640617
106,Blepharisma,2,20,1,P.caudatum + Loxocephalus + Blepharisma,3,145.5492784
106,Loxocephallus,2,20,1,P.caudatum + Loxocephalus + Blepharisma,3,291.0985568
106,P.caudatum,2,20,1,P.caudatum + Loxocephalus + Blepharisma,3,145.5492784
107,Blepharisma,2,20,2,P.caudatum + Loxocephalus + Blepharisma,3,216.9302382
107,Loxocephallus,2,20,2,P.caudatum + Loxocephalus + Blepharisma,3,325.3953573
107,P.caudatum,2,20,2,P.caudatum + Loxocephalus + Blepharisma,3,108.4651191
108,Blepharisma,2,20,3,P.caudatum + Loxocephalus + Blepharisma,3,270.0272975
108,Loxocephallus,2,20,3,P.caudatum + Loxocephalus + Blepharisma,3,32.24375842
108,P.caudatum,2,20,3,P.caudatum + Loxocephalus + Blepharisma,3,171.6999859
109,Blepharisma,2,20,4,P.caudatum + Loxocephalus + Blepharisma,3,56.45087652
109,Loxocephallus,2,20,4,P.caudatum + Loxocephalus + Blepharisma,3,267.1426346
109,P.caudatum,2,20,4,P.caudatum + Loxocephalus + Blepharisma,3,133.5713173
110,Blepharisma,2,20,5,P.caudatum + Loxocephalus + Blepharisma,3,227.567926
110,Loxocephallus,2,20,5,P.caudatum + Loxocephalus + Blepharisma,3,227.567926
110,P.caudatum,2,20,5,P.caudatum + Loxocephalus + Blepharisma,3,64.87393099
111,Colpidium,2,15,1,P.caudatum + Loxocephalus + Colpidium,3,351.2944299
111,Loxocephallus,2,15,1,P.caudatum + Loxocephalus + Colpidium,3,175.6472149
111,P.caudatum,2,15,1,P.caudatum + Loxocephalus + Colpidium,3,175.6472149
112,Colpidium,2,15,2,P.caudatum + Loxocephalus + Colpidium,3,271.4995296
112,Loxocephallus,2,15,2,P.caudatum + Loxocephalus + Colpidium,3,135.7497648
112,P.caudatum,2,15,2,P.caudatum + Loxocephalus + Colpidium,3,135.7497648
113,Colpidium,2,15,3,P.caudatum + Loxocephalus + Colpidium,3,279.4903975
113,Loxocephallus,2,15,3,P.caudatum + Loxocephalus + Colpidium,3,139.7451988
113,P.caudatum,2,15,3,P.caudatum + Loxocephalus + Colpidium,3,66.98138478
114,Colpidium,2,15,4,P.caudatum + Loxocephalus + Colpidium,3,305.6314862
114,Loxocephallus,2,15,4,P.caudatum + Loxocephalus + Colpidium,3,152.8157431
114,P.caudatum,2,15,4,P.caudatum + Loxocephalus + Colpidium,3,152.8157431
115,Colpidium,2,15,5,P.caudatum + Loxocephalus + Colpidium,3,321.9258818
115,Loxocephallus,2,15,5,P.caudatum + Loxocephalus + Colpidium,3,160.9629409
115,P.caudatum,2,15,5,P.caudatum + Loxocephalus + Colpidium,3,160.9629409
116,Colpidium,2,20,1,P.caudatum + Loxocephalus + Colpidium,3,746.0157652
116,Loxocephallus,2,20,1,P.caudatum + Loxocephalus + Colpidium,3,58.71654967
116,P.caudatum,2,20,1,P.caudatum + Loxocephalus + Colpidium,3,58.71654967
117,Colpidium,2,20,2,P.caudatum + Loxocephalus + Colpidium,3,520.281637
117,Loxocephallus,2,20,2,P.caudatum + Loxocephalus + Colpidium,3,346.8544247
117,P.caudatum,2,20,2,P.caudatum + Loxocephalus + Colpidium,3,260.1408185
118,Colpidium,2,20,3,P.caudatum + Loxocephalus + Colpidium,3,457.9428537
118,Loxocephallus,2,20,3,P.caudatum + Loxocephalus + Colpidium,3,369.2644714
118,P.caudatum,2,20,3,P.caudatum + Loxocephalus + Colpidium,3,91.58857074
119,Colpidium,2,20,4,P.caudatum + Loxocephalus + Colpidium,3,837.8715918
119,Loxocephallus,2,20,4,P.caudatum + Loxocephalus + Colpidium,3,186.1936871
119,P.caudatum,2,20,4,P.caudatum + Loxocephalus + Colpidium,3,372.3873741
120,Colpidium,2,20,5,P.caudatum + Loxocephalus + Colpidium,3,431.4255133
120,Loxocephallus,2,20,5,P.caudatum + Loxocephalus + Colpidium,3,143.8085044
120,P.caudatum,2,20,5,P.caudatum + Loxocephalus + Colpidium,3,431.4255133
121,Blepharisma,2,15,1,P.caudatum + Blepharisma + Colpidium,3,64.26330117
121,Colpidium,2,15,1,P.caudatum + Blepharisma + Colpidium,3,211.9636804
121,P.caudatum,2,15,1,P.caudatum + Blepharisma + Colpidium,3,423.9273607
122,Blepharisma,2,15,2,P.caudatum + Blepharisma + Colpidium,3,125.6253199
122,Colpidium,2,15,2,P.caudatum + Blepharisma + Colpidium,3,376.8759596
122,P.caudatum,2,15,2,P.caudatum + Blepharisma + Colpidium,3,125.6253199
123,Blepharisma,2,15,3,P.caudatum + Blepharisma + Colpidium,3,240.5189979
123,Colpidium,2,15,3,P.caudatum + Blepharisma + Colpidium,3,360.7784968
123,P.caudatum,2,15,3,P.caudatum + Blepharisma + Colpidium,3,120.2594989
124,Blepharisma,2,15,4,P.caudatum + Blepharisma + Colpidium,3,27.87918113
124,Colpidium,2,15,4,P.caudatum + Blepharisma + Colpidium,3,288.5682629
124,P.caudatum,2,15,4,P.caudatum + Blepharisma + Colpidium,3,35.34542901
125,Blepharisma,2,15,5,P.caudatum + Blepharisma + Colpidium,3,140.943317
125,Colpidium,2,15,5,P.caudatum + Blepharisma + Colpidium,3,140.943317
125,P.caudatum,2,15,5,P.caudatum + Blepharisma + Colpidium,3,92.28682091
126,Blepharisma,2,20,1,P.caudatum + Blepharisma + Colpidium,3,491.4034483
126,Colpidium,2,20,1,P.caudatum + Blepharisma + Colpidium,3,368.5525862
126,P.caudatum,2,20,1,P.caudatum + Blepharisma + Colpidium,3,64.88248376
127,Blepharisma,2,20,2,P.caudatum + Blepharisma + Colpidium,3,129.8824197
127,Colpidium,2,20,2,P.caudatum + Blepharisma + Colpidium,3,129.8824197
127,P.caudatum,2,20,2,P.caudatum + Blepharisma + Colpidium,3,28.84837087
128,Blepharisma,2,20,3,P.caudatum + Blepharisma + Colpidium,3,197.2772085
128,Colpidium,2,20,3,P.caudatum + Blepharisma + Colpidium,3,493.1930213
128,P.caudatum,2,20,3,P.caudatum + Blepharisma + Colpidium,3,98.63860426
129,Blepharisma,2,20,4,P.caudatum + Blepharisma + Colpidium,3,213.688367
129,Colpidium,2,20,4,P.caudatum + Blepharisma + Colpidium,3,534.2209174
129,P.caudatum,2,20,4,P.caudatum + Blepharisma + Colpidium,3,534.2209174
130,Blepharisma,2,20,5,P.caudatum + Blepharisma + Colpidium,3,356.9060691
130,Colpidium,2,20,5,P.caudatum + Blepharisma + Colpidium,3,475.8747588
130,P.caudatum,2,20,5,P.caudatum + Blepharisma + Colpidium,3,156.2444122
131,Blepharisma,2,15,1,Loxocephalus + Blepharisma + Colpidium,3,123.4373688
131,Colpidium,2,15,1,Loxocephalus + Blepharisma + Colpidium,3,246.8747375
131,Loxocephallus,2,15,1,Loxocephalus + Blepharisma + Colpidium,3,123.4373688
132,Blepharisma,2,15,2,Loxocephalus + Blepharisma + Colpidium,3,43.08058292
132,Colpidium,2,15,2,Loxocephalus + Blepharisma + Colpidium,3,141.316152
132,Loxocephallus,2,15,2,Loxocephalus + Blepharisma + Colpidium,3,141.316152
133,Blepharisma,2,15,3,Loxocephalus + Blepharisma + Colpidium,3,382.2426717
133,Colpidium,2,15,3,Loxocephalus + Blepharisma + Colpidium,3,764.4853435
133,Loxocephallus,2,15,3,Loxocephalus + Blepharisma + Colpidium,3,127.4142239
134,Blepharisma,2,15,4,Loxocephalus + Blepharisma + Colpidium,3,285.4637021
134,Colpidium,2,15,4,Loxocephalus + Blepharisma + Colpidium,3,856.3911062
134,Loxocephallus,2,15,4,Loxocephalus + Blepharisma + Colpidium,3,428.1955531
135,Blepharisma,2,15,5,Loxocephalus + Blepharisma + Colpidium,3,90.54190952
135,Colpidium,2,15,5,Loxocephalus + Blepharisma + Colpidium,3,582.1580601
135,Loxocephallus,2,15,5,Loxocephalus + Blepharisma + Colpidium,3,145.539515
136,Blepharisma,2,20,1,Loxocephalus + Blepharisma + Colpidium,3,441.9353298
136,Colpidium,2,20,1,Loxocephalus + Blepharisma + Colpidium,3,1009.257805
136,Loxocephallus,2,20,1,Loxocephalus + Blepharisma + Colpidium,3,403.7031221
137,Blepharisma,2,20,2,Loxocephalus + Blepharisma + Colpidium,3,272.4263093
137,Colpidium,2,20,2,Loxocephalus + Blepharisma + Colpidium,3,1089.705237
137,Loxocephallus,2,20,2,Loxocephalus + Blepharisma + Colpidium,3,90.80876977
138,Blepharisma,2,20,3,Loxocephalus + Blepharisma + Colpidium,3,186.8348885
138,Colpidium,2,20,3,Loxocephalus + Blepharisma + Colpidium,3,747.3395539
138,Loxocephallus,2,20,3,Loxocephalus + Blepharisma + Colpidium,3,186.8348885
139,Blepharisma,2,20,4,Loxocephalus + Blepharisma + Colpidium,3,181.7883642
139,Colpidium,2,20,4,Loxocephalus + Blepharisma + Colpidium,3,818.0476388
139,Loxocephallus,2,20,4,Loxocephalus + Blepharisma + Colpidium,3,50.94885302
140,Blepharisma,2,20,5,Loxocephalus + Blepharisma + Colpidium,3,296.670625
140,Colpidium,2,20,5,Loxocephalus + Blepharisma + Colpidium,3,692.2314583
140,Loxocephallus,2,20,5,Loxocephalus + Blepharisma + Colpidium,3,98.9100658
141,Blepharisma,2,15,1,P. caudatum + Loxocephalus + Blepharisma + Colpidium,4,186.1734243
141,Colpidium,2,15,1,P. caudatum + Loxocephalus + Blepharisma + Colpidium,4,186.1734243
141,Loxocephallus,2,15,1,P. caudatum + Loxocephalus + Blepharisma + Colpidium,4,363.9687012
141,P.caudatum,2,15,1,P. caudatum + Loxocephalus + Blepharisma + Colpidium,4,114.4818597
142,Blepharisma,2,15,2,P. caudatum + Loxocephalus + Blepharisma + Colpidium,4,66.04473118
142,Colpidium,2,15,2,P. caudatum + Loxocephalus + Blepharisma + Colpidium,4,271.1729621
142,Loxocephallus,2,15,2,P. caudatum + Loxocephalus + Blepharisma + Colpidium,4,271.1729621
142,P.caudatum,2,15,2,P. caudatum + Loxocephalus + Blepharisma + Colpidium,4,66.04473118
143,Blepharisma,2,15,3,P. caudatum + Loxocephalus + Blepharisma + Colpidium,4,29.7825225
143,Colpidium,2,15,3,P. caudatum + Loxocephalus + Blepharisma + Colpidium,4,494.9885171
143,Loxocephallus,2,15,3,P. caudatum + Loxocephalus + Blepharisma + Colpidium,4,123.7471293
143,P.caudatum,2,15,3,P. caudatum + Loxocephalus + Blepharisma + Colpidium,4,79.78512466
144,Blepharisma,2,15,4,P. caudatum + Loxocephalus + Blepharisma + Colpidium,4,119.6656107
144,Colpidium,2,15,4,P. caudatum + Loxocephalus + Blepharisma + Colpidium,4,239.3312213
144,Loxocephallus,2,15,4,P. caudatum + Loxocephalus + Blepharisma + Colpidium,4,124.3785203
144,P.caudatum,2,15,4,P. caudatum + Loxocephalus + Blepharisma + Colpidium,4,16.73846768
145,Blepharisma,2,15,5,P. caudatum + Loxocephalus + Blepharisma + Colpidium,4,95.35332629
145,Colpidium,2,15,5,P. caudatum + Loxocephalus + Blepharisma + Colpidium,4,286.0599789
145,Loxocephallus,2,15,5,P. caudatum + Loxocephalus + Blepharisma + Colpidium,4,95.35332629
145,P.caudatum,2,15,5,P. caudatum + Loxocephalus + Blepharisma + Colpidium,4,95.35332629
146,Blepharisma,2,20,1,P. caudatum + Loxocephalus + Blepharisma + Colpidium,4,240.3065406
146,Colpidium,2,20,1,P. caudatum + Loxocephalus + Blepharisma + Colpidium,4,480.6130812
146,Loxocephallus,2,20,1,P. caudatum + Loxocephalus + Blepharisma + Colpidium,4,480.6130812
146,P.caudatum,2,20,1,P. caudatum + Loxocephalus + Blepharisma + Colpidium,4,480.6130812
147,Blepharisma,2,20,2,P. caudatum + Loxocephalus + Blepharisma + Colpidium,4,124.0979013
147,Colpidium,2,20,2,P. caudatum + Loxocephalus + Blepharisma + Colpidium,4,620.4895064
147,Loxocephallus,2,20,2,P. caudatum + Loxocephalus + Blepharisma + Colpidium,4,124.0979013
147,P.caudatum,2,20,2,P. caudatum + Loxocephalus + Blepharisma + Colpidium,4,76.5562787
148,Blepharisma,2,20,3,P. caudatum + Loxocephalus + Blepharisma + Colpidium,4,143.9623075
148,Colpidium,2,20,3,P. caudatum + Loxocephalus + Blepharisma + Colpidium,4,575.8492301
148,Loxocephallus,2,20,3,P. caudatum + Loxocephalus + Blepharisma + Colpidium,4,98.86307126
148,P.caudatum,2,20,3,P. caudatum + Loxocephalus + Blepharisma + Colpidium,4,49.43153563
149,Blepharisma,2,20,4,P. caudatum + Loxocephalus + Blepharisma + Colpidium,4,203.8091879
149,Colpidium,2,20,4,P. caudatum + Loxocephalus + Blepharisma + Colpidium,4,305.7137818
149,Loxocephallus,2,20,4,P. caudatum + Loxocephalus + Blepharisma + Colpidium,4,407.6183758
149,P.caudatum,2,20,4,P. caudatum + Loxocephalus + Blepharisma + Colpidium,4,203.8091879
150,Blepharisma,2,20,5,P. caudatum + Loxocephalus + Blepharisma + Colpidium,4,363.0052237
150,Colpidium,2,20,5,P. caudatum + Loxocephalus + Blepharisma + Colpidium,4,484.006965
150,Loxocephallus,2,20,5,P. caudatum + Loxocephalus + Blepharisma + Colpidium,4,847.0121887
150,P.caudatum,2,20,5,P. caudatum + Loxocephalus + Blepharisma + Colpidium,4,242.0034825
1,P.caudatum,5,15,1,P.caudatum,1,255.2156095
2,P.caudatum,5,15,2,P.caudatum,1,103.3256707
3,P.caudatum,5,15,3,P.caudatum,1,144.4581286
4,P.caudatum,5,15,4,P.caudatum,1,122.6768358
5,P.caudatum,5,15,5,P.caudatum,1,204.1247925
6,P.caudatum,5,20,1,P.caudatum,1,167.8888186
7,P.caudatum,5,20,2,P.caudatum,1,353.7427924
8,P.caudatum,5,20,3,P.caudatum,1,319.8830773
9,P.caudatum,5,20,4,P.caudatum,1,161.7103463
10,P.caudatum,5,20,5,P.caudatum,1,611.6806348
11,Loxocephallus,5,15,1,Loxocephalus,1,202.1668085
12,Loxocephallus,5,15,2,Loxocephalus,1,117.0921645
13,Loxocephallus,5,15,3,Loxocephalus,1,220.6833803
14,Loxocephallus,5,15,4,Loxocephalus,1,122.4652003
15,Loxocephallus,5,15,5,Loxocephalus,1,390.3323504
16,Loxocephallus,5,20,1,Loxocephalus,1,225.3394598
17,Loxocephallus,5,20,2,Loxocephalus,1,213.4347247
18,Loxocephallus,5,20,3,Loxocephalus,1,167.3045582
19,Loxocephallus,5,20,4,Loxocephalus,1,936.0244007
20,Loxocephallus,5,20,5,Loxocephalus,1,506.8900597
21,Colpidium,5,15,1,Colpidium,1,7505.054009
22,Colpidium,5,15,2,Colpidium,1,6018.496086
23,Colpidium,5,15,3,Colpidium,1,9033.162954
24,Colpidium,5,15,4,Colpidium,1,8169.358439
25,Colpidium,5,15,5,Colpidium,1,5976.840419
26,Colpidium,5,20,1,Colpidium,1,7300.378279
27,Colpidium,5,20,2,Colpidium,1,6248.165239
28,Colpidium,5,20,3,Colpidium,1,8034.192522
29,Colpidium,5,20,4,Colpidium,1,7955.247602
30,Colpidium,5,20,5,Colpidium,1,10133.44337
31,Blepharisma,5,15,1,Blepharisma,1,260.1707937
32,Blepharisma,5,15,2,Blepharisma,1,526.6864025
33,Blepharisma,5,15,3,Blepharisma,1,375.4318721
34,Blepharisma,5,15,4,Blepharisma,1,339.8011359
35,Blepharisma,5,15,5,Blepharisma,1,210.6586031
36,Blepharisma,5,20,1,Blepharisma,1,436.5527286
37,Blepharisma,5,20,2,Blepharisma,1,510.497429
38,Blepharisma,5,20,3,Blepharisma,1,392.2395137
39,Blepharisma,5,20,4,Blepharisma,1,335.0846556
40,Blepharisma,5,20,5,Blepharisma,1,367.800689
41,Loxocephallus,5,15,1,Paramecium caudatum + Loxocephalus,2,195.9601107
41,P.caudatum,5,15,1,Paramecium caudatum + Loxocephalus,2,489.9002767
42,Loxocephallus,5,15,2,Paramecium caudatum + Loxocephalus,2,133.7808769
42,P.caudatum,5,15,2,Paramecium caudatum + Loxocephalus,2,267.5617537
43,Loxocephallus,5,15,3,Paramecium caudatum + Loxocephalus,2,334.2076243
